interacting_pair	variable	pvalue	mean	part1	part2	tissue
EREG_EGFR	Cholangiocyte_MUC5B_high.Cholangiocyte_FXYD2_high	0	0.395	Cholangiocyte_MUC5B_high	Cholangiocyte_FXYD2_high	Commonbileduct
EREG_EGFR	Cholangiocyte_MUC5B_high.Fib	0	0.542	Cholangiocyte_MUC5B_high	Fib	Commonbileduct
EREG_EGFR	Mon.Cholangiocyte_FXYD2_high	0	0.74	Mon	Cholangiocyte_FXYD2_high	Commonbileduct
EREG_EGFR	Mon.Fib	0	0.887	Mon	Fib	Commonbileduct
ESAM_ESAM	BEC.BEC	0	1.72	BEC	BEC	Commonbileduct
ESAM_ESAM	BEC.Smo	0	1.18	BEC	Smo	Commonbileduct
ESAM_ESAM	Smo.BEC	0	1.18	Smo	BEC	Commonbileduct
ESAM_ESAM	Smo.Smo	0	0.639	Smo	Smo	Commonbileduct
F10_aMb2 complex	Fib.Mac	0	0.5	Fib	Mac	Commonbileduct
F10_aMb2 complex	Fib.Mon	0	0.719	Fib	Mon	Commonbileduct
F10_aMb2 complex	Smo.Mac	0	0.451	Smo	Mac	Commonbileduct
F10_aMb2 complex	Smo.Mon	0	0.67	Smo	Mon	Commonbileduct
F11R_aLb2 complex	BEC.NK	0	0.495	BEC	NK	Commonbileduct
F11R_aLb2 complex	BEC.TEFF_CD8	0	0.395	BEC	TEFF_CD8	Commonbileduct
F11R_aLb2 complex	BEC.TRM_CD8	0	0.371	BEC	TRM_CD8	Commonbileduct
F11R_aLb2 complex	Cholangiocyte_FXYD2_high.NK	0	0.711	Cholangiocyte_FXYD2_high	NK	Commonbileduct
F11R_aLb2 complex	Cholangiocyte_FXYD2_high.TEFF_CD8	0	0.611	Cholangiocyte_FXYD2_high	TEFF_CD8	Commonbileduct
F11R_aLb2 complex	Cholangiocyte_FXYD2_high.TRM_CD8	0	0.587	Cholangiocyte_FXYD2_high	TRM_CD8	Commonbileduct
FBN1_a5b1 complex	Fib.BEC	0	0.71	Fib	BEC	Commonbileduct
FBN1_a5b1 complex	Fib.Fib	0	0.611	Fib	Fib	Commonbileduct
FBN1_a5b1 complex	Fib.Mac	0	0.621	Fib	Mac	Commonbileduct
FcRn complex_ALB	BEC.Cholangiocyte_FXYD2_high	0	0.509	BEC	Cholangiocyte_FXYD2_high	Commonbileduct
FcRn complex_ALB	Cholangiocyte_FXYD2_high.Cholangiocyte_FXYD2_high	0	0.283	Cholangiocyte_FXYD2_high	Cholangiocyte_FXYD2_high	Commonbileduct
FcRn complex_ALB	Fib.Cholangiocyte_FXYD2_high	0	0.586	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
FcRn complex_ALB	Mac.Cholangiocyte_FXYD2_high	0	0.637	Mac	Cholangiocyte_FXYD2_high	Commonbileduct
FcRn complex_ALB	Mon.Cholangiocyte_FXYD2_high	0	0.434	Mon	Cholangiocyte_FXYD2_high	Commonbileduct
FGF19_FGFR1	Cholangiocyte_FXYD2_high.Fib	0	0.946	Cholangiocyte_FXYD2_high	Fib	Commonbileduct
FGF19_FGFR1	Cholangiocyte_FXYD2_high.Smo	0	0.865	Cholangiocyte_FXYD2_high	Smo	Commonbileduct
FGF19_FGFR1	Cholangiocyte_MUC5B_high.Fib	0	1.006	Cholangiocyte_MUC5B_high	Fib	Commonbileduct
FGF19_FGFR1	Cholangiocyte_MUC5B_high.Smo	0	0.925	Cholangiocyte_MUC5B_high	Smo	Commonbileduct
FGF19_FGFR4	Cholangiocyte_FXYD2_high.Cholangiocyte_FXYD2_high	0	0.892	Cholangiocyte_FXYD2_high	Cholangiocyte_FXYD2_high	Commonbileduct
FGF19_FGFR4	Cholangiocyte_FXYD2_high.Cholangiocyte_MUC5B_high	0	0.863	Cholangiocyte_FXYD2_high	Cholangiocyte_MUC5B_high	Commonbileduct
FGF19_FGFR4	Cholangiocyte_MUC5B_high.Cholangiocyte_FXYD2_high	0	0.951	Cholangiocyte_MUC5B_high	Cholangiocyte_FXYD2_high	Commonbileduct
FGF19_FGFR4	Cholangiocyte_MUC5B_high.Cholangiocyte_MUC5B_high	0	0.922	Cholangiocyte_MUC5B_high	Cholangiocyte_MUC5B_high	Commonbileduct
FGF2_CD44	Fib.Cholangiocyte_FXYD2_high	0	0.739	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
FGF2_CD44	Fib.Mac	0	0.65	Fib	Mac	Commonbileduct
FGF2_CD44	Fib.MAIT_CD8	0.048	0.543	Fib	MAIT_CD8	Commonbileduct
FGF2_CD44	Fib.Mon	0	0.941	Fib	Mon	Commonbileduct
FGF2_CD44	Fib.TRM_CD8	0	0.566	Fib	TRM_CD8	Commonbileduct
FGF2_FGFR1	Fib.Fib	0	0.373	Fib	Fib	Commonbileduct
FGF2_FGFR1	Fib.Smo	0	0.292	Fib	Smo	Commonbileduct
FGF2_FGFR2	Fib.Cholangiocyte_FXYD2_high	0	0.313	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
FGF2_FGFR3	Fib.Cholangiocyte_FXYD2_high	0	0.195	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
FGF2_FGFR4	Fib.Cholangiocyte_FXYD2_high	0	0.318	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
FGF2_FGFR4	Fib.Cholangiocyte_MUC5B_high	0	0.289	Fib	Cholangiocyte_MUC5B_high	Commonbileduct
FGF7_FGFR2	Fib.Cholangiocyte_FXYD2_high	0	0.961	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
FGF7_FGFR3	Fib.Cholangiocyte_FXYD2_high	0	0.843	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
FGF7_FGFR4	Fib.Cholangiocyte_FXYD2_high	0	0.967	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
FGF7_FGFR4	Fib.Cholangiocyte_MUC5B_high	0	0.938	Fib	Cholangiocyte_MUC5B_high	Commonbileduct
FGFR1_FGF7	Fib.Fib	0	1.022	Fib	Fib	Commonbileduct
FGFR1_FGF7	Smo.Fib	0	0.94	Smo	Fib	Commonbileduct
FGFR1_FGFR2	Fib.Cholangiocyte_FXYD2_high	0	0.486	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
FGFR1_FGFR2	Smo.Cholangiocyte_FXYD2_high	0	0.405	Smo	Cholangiocyte_FXYD2_high	Commonbileduct
FGFR2_CD83	Cholangiocyte_FXYD2_high.Mac	0	1.217	Cholangiocyte_FXYD2_high	Mac	Commonbileduct
FGFR2_CD83	Cholangiocyte_FXYD2_high.Mon	0	0.706	Cholangiocyte_FXYD2_high	Mon	Commonbileduct
FGFR2_FGFR3	Cholangiocyte_FXYD2_high.Cholangiocyte_FXYD2_high	0	0.308	Cholangiocyte_FXYD2_high	Cholangiocyte_FXYD2_high	Commonbileduct
FGFR2_XPR1	Cholangiocyte_FXYD2_high.BEC	0	0.315	Cholangiocyte_FXYD2_high	BEC	Commonbileduct
FGFR2_XPR1	Cholangiocyte_FXYD2_high.Cholangiocyte_FXYD2_high	0	0.304	Cholangiocyte_FXYD2_high	Cholangiocyte_FXYD2_high	Commonbileduct
FGFR2_XPR1	Cholangiocyte_FXYD2_high.Mac	0	0.356	Cholangiocyte_FXYD2_high	Mac	Commonbileduct
FGFR4_SCGB3A1	Cholangiocyte_FXYD2_high.Cholangiocyte_FXYD2_high	0	1.535	Cholangiocyte_FXYD2_high	Cholangiocyte_FXYD2_high	Commonbileduct
FGFR4_SCGB3A1	Cholangiocyte_FXYD2_high.Cholangiocyte_MUC5B_high	0	0.813	Cholangiocyte_FXYD2_high	Cholangiocyte_MUC5B_high	Commonbileduct
FGFR4_SCGB3A1	Cholangiocyte_MUC5B_high.Cholangiocyte_FXYD2_high	0	1.506	Cholangiocyte_MUC5B_high	Cholangiocyte_FXYD2_high	Commonbileduct
FGFR4_SCGB3A1	Cholangiocyte_MUC5B_high.Cholangiocyte_MUC5B_high	0	0.784	Cholangiocyte_MUC5B_high	Cholangiocyte_MUC5B_high	Commonbileduct
FLT1 complex_VEGFA	BEC.Cholangiocyte_FXYD2_high	0	0.852	BEC	Cholangiocyte_FXYD2_high	Commonbileduct
FLT1 complex_VEGFA	BEC.Cholangiocyte_MUC5B_high	0	0.934	BEC	Cholangiocyte_MUC5B_high	Commonbileduct
FLT1 complex_VEGFA	BEC.Fib	0	0.788	BEC	Fib	Commonbileduct
FLT1 complex_VEGFA	BEC.Mac	0	0.848	BEC	Mac	Commonbileduct
FN1_a2b1 complex	Fib.Cholangiocyte_FXYD2_high	0	1.092	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
FN1_a2b1 complex	Smo.Cholangiocyte_FXYD2_high	0	0.432	Smo	Cholangiocyte_FXYD2_high	Commonbileduct
FN1_a3b1 complex	Fib.Cholangiocyte_FXYD2_high	0	1.093	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
FN1_a3b1 complex	Fib.Cholangiocyte_MUC5B_high	0	1.067	Fib	Cholangiocyte_MUC5B_high	Commonbileduct
FN1_a3b1 complex	Smo.Cholangiocyte_FXYD2_high	0	0.433	Smo	Cholangiocyte_FXYD2_high	Commonbileduct
FN1_a3b1 complex	Smo.Cholangiocyte_MUC5B_high	0	0.408	Smo	Cholangiocyte_MUC5B_high	Commonbileduct
FN1_a4b1 complex	Fib.Mac	0	1.161	Fib	Mac	Commonbileduct
FN1_a4b1 complex	Fib.MAIT_CD8	0	1.093	Fib	MAIT_CD8	Commonbileduct
FN1_a4b1 complex	Fib.Mon	0	1.06	Fib	Mon	Commonbileduct
FN1_a4b1 complex	Fib.NK	0	1.22	Fib	NK	Commonbileduct
FN1_a4b1 complex	Fib.TEFF_CD8	0	1.171	Fib	TEFF_CD8	Commonbileduct
FN1_a4b1 complex	Fib.TRM_CD4	0	1.064	Fib	TRM_CD4	Commonbileduct
FN1_a4b1 complex	Fib.TRM_CD8	0	1.109	Fib	TRM_CD8	Commonbileduct
FN1_a4b1 complex	Smo.Mac	0	0.501	Smo	Mac	Commonbileduct
FN1_a4b1 complex	Smo.MAIT_CD8	0	0.434	Smo	MAIT_CD8	Commonbileduct
FN1_a4b1 complex	Smo.Mon	0	0.401	Smo	Mon	Commonbileduct
FN1_a4b1 complex	Smo.NK	0	0.56	Smo	NK	Commonbileduct
FN1_a4b1 complex	Smo.TEFF_CD8	0	0.511	Smo	TEFF_CD8	Commonbileduct
FN1_a4b1 complex	Smo.TRM_CD4	0	0.404	Smo	TRM_CD4	Commonbileduct
FN1_a4b1 complex	Smo.TRM_CD8	0	0.45	Smo	TRM_CD8	Commonbileduct
FN1_a4b7 complex	Fib.NK	0	1.124	Fib	NK	Commonbileduct
FN1_a4b7 complex	Smo.NK	0	0.465	Smo	NK	Commonbileduct
FN1_a5b1 complex	Fib.BEC	0	1.157	Fib	BEC	Commonbileduct
FN1_a5b1 complex	Fib.Fib	0	1.058	Fib	Fib	Commonbileduct
FN1_a5b1 complex	Fib.Mac	0	1.067	Fib	Mac	Commonbileduct
FN1_a5b1 complex	Smo.BEC	0	0.497	Smo	BEC	Commonbileduct
FN1_a5b1 complex	Smo.Fib	0	0.398	Smo	Fib	Commonbileduct
FN1_a5b1 complex	Smo.Mac	0	0.408	Smo	Mac	Commonbileduct
FN1_a8b1 complex	Fib.Smo	0	1.078	Fib	Smo	Commonbileduct
FN1_a8b1 complex	Smo.Smo	0	0.418	Smo	Smo	Commonbileduct
FN1_aVb1 complex	Fib.BEC	0	1.122	Fib	BEC	Commonbileduct
FN1_aVb1 complex	Fib.Cholangiocyte_FXYD2_high	0	1.168	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
FN1_aVb1 complex	Fib.Fib	0	1.015	Fib	Fib	Commonbileduct
FN1_aVb1 complex	Fib.Mac	0	1.166	Fib	Mac	Commonbileduct
FN1_aVb1 complex	Fib.Smo	0	1.029	Fib	Smo	Commonbileduct
FN1_aVb1 complex	Smo.BEC	0	0.462	Smo	BEC	Commonbileduct
FN1_aVb1 complex	Smo.Cholangiocyte_FXYD2_high	0	0.508	Smo	Cholangiocyte_FXYD2_high	Commonbileduct
FN1_aVb1 complex	Smo.Fib	0.016	0.355	Smo	Fib	Commonbileduct
FN1_aVb1 complex	Smo.Mac	0	0.506	Smo	Mac	Commonbileduct
FN1_aVb1 complex	Smo.Smo	0	0.37	Smo	Smo	Commonbileduct
FN1_aVb5 complex	Fib.Cholangiocyte_FXYD2_high	0	1.048	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
FN1_aVb5 complex	Smo.Cholangiocyte_FXYD2_high	0	0.388	Smo	Cholangiocyte_FXYD2_high	Commonbileduct
FPR3_HEBP1	Mac.BEC	0	0.339	Mac	BEC	Commonbileduct
FPR3_HEBP1	Mac.Cholangiocyte_FXYD2_high	0	0.403	Mac	Cholangiocyte_FXYD2_high	Commonbileduct
FPR3_HEBP1	Mac.Fib	0	0.377	Mac	Fib	Commonbileduct
FPR3_HEBP1	Mac.Smo	0	0.337	Mac	Smo	Commonbileduct
GRN_SORT1	BEC.Cholangiocyte_FXYD2_high	0	0.441	BEC	Cholangiocyte_FXYD2_high	Commonbileduct
GRN_SORT1	BEC.Mac	0	0.465	BEC	Mac	Commonbileduct
GRN_SORT1	BEC.Smo	0	0.472	BEC	Smo	Commonbileduct
GRN_SORT1	Cholangiocyte_FXYD2_high.Cholangiocyte_FXYD2_high	0	0.492	Cholangiocyte_FXYD2_high	Cholangiocyte_FXYD2_high	Commonbileduct
GRN_SORT1	Cholangiocyte_FXYD2_high.Mac	0	0.516	Cholangiocyte_FXYD2_high	Mac	Commonbileduct
GRN_SORT1	Cholangiocyte_FXYD2_high.Smo	0	0.523	Cholangiocyte_FXYD2_high	Smo	Commonbileduct
GRN_SORT1	Cholangiocyte_MUC5B_high.Mac	0.048	0.406	Cholangiocyte_MUC5B_high	Mac	Commonbileduct
GRN_SORT1	Cholangiocyte_MUC5B_high.Smo	0.048	0.413	Cholangiocyte_MUC5B_high	Smo	Commonbileduct
GRN_SORT1	Fib.Cholangiocyte_FXYD2_high	0	0.435	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
GRN_SORT1	Fib.Mac	0	0.459	Fib	Mac	Commonbileduct
GRN_SORT1	Fib.Smo	0	0.466	Fib	Smo	Commonbileduct
GRN_SORT1	Mac.Cholangiocyte_FXYD2_high	0	0.967	Mac	Cholangiocyte_FXYD2_high	Commonbileduct
GRN_SORT1	Mac.Mac	0	0.991	Mac	Mac	Commonbileduct
GRN_SORT1	Mac.Smo	0	0.998	Mac	Smo	Commonbileduct
GRN_SORT1	Mon.Cholangiocyte_FXYD2_high	0	0.684	Mon	Cholangiocyte_FXYD2_high	Commonbileduct
GRN_SORT1	Mon.Mac	0	0.708	Mon	Mac	Commonbileduct
GRN_SORT1	Mon.Smo	0	0.715	Mon	Smo	Commonbileduct
HGF_CD44	Fib.Cholangiocyte_FXYD2_high	0	0.74	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
HGF_CD44	Fib.Mac	0	0.651	Fib	Mac	Commonbileduct
HGF_CD44	Fib.MAIT_CD8	0.048	0.544	Fib	MAIT_CD8	Commonbileduct
HGF_CD44	Fib.Mon	0	0.941	Fib	Mon	Commonbileduct
HGF_CD44	Fib.TRM_CD8	0	0.566	Fib	TRM_CD8	Commonbileduct
HGF_CD44	Smo.Cholangiocyte_FXYD2_high	0	0.846	Smo	Cholangiocyte_FXYD2_high	Commonbileduct
HGF_CD44	Smo.Cholangiocyte_MUC5B_high	0	0.604	Smo	Cholangiocyte_MUC5B_high	Commonbileduct
HGF_CD44	Smo.Mac	0	0.757	Smo	Mac	Commonbileduct
HGF_CD44	Smo.MAIT_CD8	0	0.65	Smo	MAIT_CD8	Commonbileduct
HGF_CD44	Smo.Mon	0	1.048	Smo	Mon	Commonbileduct
HGF_CD44	Smo.TEFF_CD8	0.032	0.619	Smo	TEFF_CD8	Commonbileduct
HGF_CD44	Smo.TRM_CD4	0.016	0.604	Smo	TRM_CD4	Commonbileduct
HGF_CD44	Smo.TRM_CD8	0	0.673	Smo	TRM_CD8	Commonbileduct
HLA-DRB1_OGN	BEC.Fib	0	1.936	BEC	Fib	Commonbileduct
HLA-DRB1_OGN	BEC.Smo	0	1.427	BEC	Smo	Commonbileduct
HLA-DRB1_OGN	Cholangiocyte_FXYD2_high.Fib	0	0.964	Cholangiocyte_FXYD2_high	Fib	Commonbileduct
HLA-DRB1_OGN	Fib.Fib	0	0.839	Fib	Fib	Commonbileduct
HLA-DRB1_OGN	Mac.Fib	0	2.602	Mac	Fib	Commonbileduct
HLA-DRB1_OGN	Mac.Smo	0	2.093	Mac	Smo	Commonbileduct
HLA-DRB1_OGN	Mon.Fib	0	1.282	Mon	Fib	Commonbileduct
HLA-DRB1_OGN	Mon.Smo	0	0.773	Mon	Smo	Commonbileduct
HLA-DRB1_OGN	NK.Fib	0	1.153	NK	Fib	Commonbileduct
HLA-DRB1_OGN	NK.Smo	0.015	0.644	NK	Smo	Commonbileduct
HLA-DRB1_OGN	TEFF_CD8.Fib	0	1.181	TEFF_CD8	Fib	Commonbileduct
HLA-DRB1_OGN	TEFF_CD8.Smo	0.032	0.673	TEFF_CD8	Smo	Commonbileduct
ICAM1_aLb2 complex	BEC.NK	0	0.74	BEC	NK	Commonbileduct
ICAM1_aLb2 complex	BEC.TEFF_CD8	0	0.64	BEC	TEFF_CD8	Commonbileduct
ICAM1_aLb2 complex	BEC.TRM_CD8	0	0.616	BEC	TRM_CD8	Commonbileduct
ICAM1_aLb2 complex	Fib.NK	0	0.481	Fib	NK	Commonbileduct
ICAM1_aLb2 complex	Fib.TEFF_CD8	0.014	0.381	Fib	TEFF_CD8	Commonbileduct
ICAM1_aLb2 complex	Fib.TRM_CD8	0	0.357	Fib	TRM_CD8	Commonbileduct
ICAM1_aLb2 complex	Mac.NK	0	0.592	Mac	NK	Commonbileduct
ICAM1_aLb2 complex	Mac.TEFF_CD8	0	0.492	Mac	TEFF_CD8	Commonbileduct
ICAM1_aLb2 complex	Mac.TRM_CD8	0	0.468	Mac	TRM_CD8	Commonbileduct
ICAM1_aMb2 complex	BEC.Mac	0	0.684	BEC	Mac	Commonbileduct
ICAM1_aMb2 complex	BEC.Mon	0	0.903	BEC	Mon	Commonbileduct
ICAM1_aMb2 complex	Fib.Mac	0	0.425	Fib	Mac	Commonbileduct
ICAM1_aMb2 complex	Fib.Mon	0	0.644	Fib	Mon	Commonbileduct
ICAM1_aMb2 complex	Mac.Mac	0	0.536	Mac	Mac	Commonbileduct
ICAM1_aMb2 complex	Mac.Mon	0	0.755	Mac	Mon	Commonbileduct
ICAM1_AREG	BEC.Cholangiocyte_FXYD2_high	0	1.027	BEC	Cholangiocyte_FXYD2_high	Commonbileduct
ICAM1_AREG	BEC.Cholangiocyte_MUC5B_high	0	1.387	BEC	Cholangiocyte_MUC5B_high	Commonbileduct
ICAM1_AREG	BEC.Mac	0	0.846	BEC	Mac	Commonbileduct
ICAM1_AREG	BEC.Mon	0	1.177	BEC	Mon	Commonbileduct
ICAM1_AREG	Fib.Cholangiocyte_FXYD2_high	0	0.768	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
ICAM1_AREG	Fib.Cholangiocyte_MUC5B_high	0	1.129	Fib	Cholangiocyte_MUC5B_high	Commonbileduct
ICAM1_AREG	Fib.Mac	0.031	0.587	Fib	Mac	Commonbileduct
ICAM1_AREG	Fib.Mon	0	0.919	Fib	Mon	Commonbileduct
ICAM1_AREG	Mac.Cholangiocyte_FXYD2_high	0	0.879	Mac	Cholangiocyte_FXYD2_high	Commonbileduct
ICAM1_AREG	Mac.Cholangiocyte_MUC5B_high	0	1.24	Mac	Cholangiocyte_MUC5B_high	Commonbileduct
ICAM1_AREG	Mac.Mac	0	0.698	Mac	Mac	Commonbileduct
ICAM1_AREG	Mac.Mon	0	1.03	Mac	Mon	Commonbileduct
ICAM1_aXb2 complex	BEC.Mac	0	0.609	BEC	Mac	Commonbileduct
ICAM1_aXb2 complex	BEC.Mon	0	0.552	BEC	Mon	Commonbileduct
ICAM1_aXb2 complex	Fib.Mac	0	0.35	Fib	Mac	Commonbileduct
ICAM1_aXb2 complex	Fib.Mon	0	0.293	Fib	Mon	Commonbileduct
ICAM1_aXb2 complex	Mac.Mac	0	0.461	Mac	Mac	Commonbileduct
ICAM1_aXb2 complex	Mac.Mon	0	0.404	Mac	Mon	Commonbileduct
ICAM1_ITGAL	BEC.NK	0	0.74	BEC	NK	Commonbileduct
ICAM1_ITGAL	BEC.TEFF_CD8	0	0.64	BEC	TEFF_CD8	Commonbileduct
ICAM1_ITGAL	BEC.TRM_CD8	0	0.616	BEC	TRM_CD8	Commonbileduct
ICAM1_ITGAL	Fib.NK	0	0.481	Fib	NK	Commonbileduct
ICAM1_ITGAL	Fib.TEFF_CD8	0.014	0.381	Fib	TEFF_CD8	Commonbileduct
ICAM1_ITGAL	Fib.TRM_CD8	0	0.357	Fib	TRM_CD8	Commonbileduct
ICAM1_ITGAL	Mac.NK	0	0.592	Mac	NK	Commonbileduct
ICAM1_ITGAL	Mac.TEFF_CD8	0	0.492	Mac	TEFF_CD8	Commonbileduct
ICAM1_ITGAL	Mac.TRM_CD8	0	0.468	Mac	TRM_CD8	Commonbileduct
ICAM1_SPN	BEC.Mac	0	0.513	BEC	Mac	Commonbileduct
ICAM1_SPN	BEC.NK	0	0.609	BEC	NK	Commonbileduct
ICAM1_SPN	Fib.Mac	0.047	0.255	Fib	Mac	Commonbileduct
ICAM1_SPN	Fib.NK	0	0.35	Fib	NK	Commonbileduct
ICAM1_SPN	Mac.Mac	0	0.366	Mac	Mac	Commonbileduct
ICAM1_SPN	Mac.NK	0	0.461	Mac	NK	Commonbileduct
ICAM2_aLb2 complex	BEC.NK	0	0.886	BEC	NK	Commonbileduct
ICAM2_aLb2 complex	BEC.TEFF_CD8	0	0.786	BEC	TEFF_CD8	Commonbileduct
ICAM2_aLb2 complex	BEC.TRM_CD8	0	0.762	BEC	TRM_CD8	Commonbileduct
ICAM2_aLb2 complex	NK.NK	0	0.578	NK	NK	Commonbileduct
ICAM2_aLb2 complex	NK.TEFF_CD8	0	0.478	NK	TEFF_CD8	Commonbileduct
ICAM2_aLb2 complex	NK.TRM_CD8	0	0.454	NK	TRM_CD8	Commonbileduct
ICAM3_aLb2 complex	MAIT_CD8.NK	0	0.623	MAIT_CD8	NK	Commonbileduct
ICAM3_aLb2 complex	MAIT_CD8.TEFF_CD8	0	0.522	MAIT_CD8	TEFF_CD8	Commonbileduct
ICAM3_aLb2 complex	MAIT_CD8.TRM_CD8	0	0.498	MAIT_CD8	TRM_CD8	Commonbileduct
ICAM3_aLb2 complex	Mon.NK	0	0.571	Mon	NK	Commonbileduct
ICAM3_aLb2 complex	Mon.TEFF_CD8	0	0.471	Mon	TEFF_CD8	Commonbileduct
ICAM3_aLb2 complex	Mon.TRM_CD8	0	0.447	Mon	TRM_CD8	Commonbileduct
ICAM3_aLb2 complex	NK.NK	0	0.677	NK	NK	Commonbileduct
ICAM3_aLb2 complex	NK.TEFF_CD8	0	0.577	NK	TEFF_CD8	Commonbileduct
ICAM3_aLb2 complex	NK.TRM_CD8	0	0.553	NK	TRM_CD8	Commonbileduct
ICAM3_aLb2 complex	TEFF_CD8.NK	0	0.57	TEFF_CD8	NK	Commonbileduct
ICAM3_aLb2 complex	TEFF_CD8.TEFF_CD8	0.028	0.47	TEFF_CD8	TEFF_CD8	Commonbileduct
ICAM3_aLb2 complex	TEFF_CD8.TRM_CD8	0	0.446	TEFF_CD8	TRM_CD8	Commonbileduct
ICAM3_aLb2 complex	TRM_CD4.NK	0	0.59	TRM_CD4	NK	Commonbileduct
ICAM3_aLb2 complex	TRM_CD4.TEFF_CD8	0	0.49	TRM_CD4	TEFF_CD8	Commonbileduct
ICAM3_aLb2 complex	TRM_CD4.TRM_CD8	0	0.466	TRM_CD4	TRM_CD8	Commonbileduct
ICAM3_aLb2 complex	TRM_CD8.NK	0	0.634	TRM_CD8	NK	Commonbileduct
ICAM3_aLb2 complex	TRM_CD8.TEFF_CD8	0	0.533	TRM_CD8	TEFF_CD8	Commonbileduct
ICAM3_aLb2 complex	TRM_CD8.TRM_CD8	0	0.509	TRM_CD8	TRM_CD8	Commonbileduct
IFNG_Type II IFNR	NK.BEC	0	0.802	NK	BEC	Commonbileduct
IFNG_Type II IFNR	NK.Cholangiocyte_FXYD2_high	0	0.948	NK	Cholangiocyte_FXYD2_high	Commonbileduct
IFNG_Type II IFNR	NK.Fib	0	0.808	NK	Fib	Commonbileduct
IFNG_Type II IFNR	NK.Mac	0	0.946	NK	Mac	Commonbileduct
IFNG_Type II IFNR	NK.Mon	0	0.889	NK	Mon	Commonbileduct
IFNG_Type II IFNR	TEFF_CD8.BEC	0	0.602	TEFF_CD8	BEC	Commonbileduct
IFNG_Type II IFNR	TEFF_CD8.Cholangiocyte_FXYD2_high	0	0.748	TEFF_CD8	Cholangiocyte_FXYD2_high	Commonbileduct
IFNG_Type II IFNR	TEFF_CD8.Fib	0	0.609	TEFF_CD8	Fib	Commonbileduct
IFNG_Type II IFNR	TEFF_CD8.Mac	0	0.747	TEFF_CD8	Mac	Commonbileduct
IFNG_Type II IFNR	TEFF_CD8.Mon	0	0.69	TEFF_CD8	Mon	Commonbileduct
IFNG_Type II IFNR	TRM_CD8.BEC	0	0.582	TRM_CD8	BEC	Commonbileduct
IFNG_Type II IFNR	TRM_CD8.Cholangiocyte_FXYD2_high	0	0.727	TRM_CD8	Cholangiocyte_FXYD2_high	Commonbileduct
IFNG_Type II IFNR	TRM_CD8.Fib	0	0.588	TRM_CD8	Fib	Commonbileduct
IFNG_Type II IFNR	TRM_CD8.Mac	0	0.726	TRM_CD8	Mac	Commonbileduct
IFNG_Type II IFNR	TRM_CD8.Mon	0	0.669	TRM_CD8	Mon	Commonbileduct
IGF1_a6b4 complex	Fib.BEC	0	0.61	Fib	BEC	Commonbileduct
IGF1_a6b4 complex	Fib.Cholangiocyte_FXYD2_high	0	0.698	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
IGF1_a6b4 complex	Mac.BEC	0	0.331	Mac	BEC	Commonbileduct
IGF1_a6b4 complex	Mac.Cholangiocyte_FXYD2_high	0	0.42	Mac	Cholangiocyte_FXYD2_high	Commonbileduct
IGF1_IGF1R	Fib.BEC	0	0.533	Fib	BEC	Commonbileduct
IGF1_IGF1R	Mac.BEC	0	0.254	Mac	BEC	Commonbileduct
IGF2_IDE	Fib.Cholangiocyte_FXYD2_high	0	0.302	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
IGF2_IGF1R	Fib.BEC	0	0.344	Fib	BEC	Commonbileduct
IGF2_IGF2R	Fib.BEC	0	0.35	Fib	BEC	Commonbileduct
IGF2_IGF2R	Fib.Cholangiocyte_FXYD2_high	0	0.35	Fib	Cholangiocyte_FXYD2_high	Commonbileduct
IGF2_IGF2R	Fib.Fib	0	0.368	Fib	Fib	Commonbileduct
IGF2_IGF2R	Fib.Mac	0	0.404	Fib	Mac	Commonbileduct
IGF2_IGF2R	Fib.Mon	0	0.441	Fib	Mon	Commonbileduct
IGF2_IGF2R	Fib.NK	0	0.56	Fib	NK	Commonbileduct
IGF2_IGF2R	Fib.TEFF_CD8	0	0.39	Fib	TEFF_CD8	Commonbileduct
IL1 receptor_IL1B	Cholangiocyte_FXYD2_high.Mac	0	0.645	Cholangiocyte_FXYD2_high	Mac	Commonbileduct
IL1 receptor_IL1B	Cholangiocyte_FXYD2_high.Mon	0	0.589	Cholangiocyte_FXYD2_high	Mon	Commonbileduct
IL1 receptor_IL1B	Mac.Mac	0	0.67	Mac	Mac	Commonbileduct
IL1 receptor_IL1B	Mac.Mon	0	0.614	Mac	Mon	Commonbileduct
